title,description,link,duration,updated
Learn Android XR Fundamentals: Part 2 - Orbiters and Spatial Environments,"In this codelab, you’ll build upon the foundations of Learn Android XR fundamentals: Part 1 - Modes and Spatial Panels by further spatializing an app’s UI with the use of orbiters and customizing its Full Space mode experience by setting an environment preference.",https://developer.android.com/codelabs/xr-fundamentals-part-2?hl=en,24 minutes,"Updated October 22, 2025"
Learn Car App Library fundamentals,"In this codelab, you learn the fundamentals of the Car App Library. This library is used to build apps for Android Auto and Android Automotive OS, which can be used both while parked and driving. You learn how to reuse your implementation across both platforms and have it handle the hard stuff, like different screen configurations and input methods.",https://developer.android.com/codelabs/car-app-library-fundamentals?hl=en,1 hour 24 minutes,"Updated June 18, 2025"
Learn how to build and deploy a LangChain app on Cloud Run,Learn how to build and deploy a LangChain app on Cloud Run,https://codelabs.developers.google.com/codelabs/build-and-deploy-a-langchain-app-on-cloud-run?hl=en,,"Updated October 1, 2024"
Learn how to invoke authenticated Cloud Run functions,Learn how to secure Cloud Run functions by requiring authentication for invocation,https://codelabs.developers.google.com/codelabs/how-to-invoke-authenticated-cloud-function?hl=en,,"Updated September 14, 2024"
Lesson 1.1 - Get started,"In this codelab, you learn some of the advantages of using Kotlin, and you install the necessary tools (JDK+IDE).",https://developer.android.com/codelabs/android-development-kotlin-1.1?hl=en,,"Updated September 22, 2023"
Lit for React Developers,"In this codelab, you’ll learn how to translate React concepts to Lit",https://codelabs.developers.google.com/codelabs/lit-2-for-react-devs?hl=en,1 hour 32 minutes,"Updated January 12, 2024"
Live Agent Transfer,"In this codelab, you’ll learn how to manage in-conversation transfers between live agent representatives and bot representatives. At the end, you’ll have a basic web interface where you can view all ongoing conversations with your agent and join or leave any conversation as a live agent.",https://developers.google.com/business-communications/business-messages/trainings/codelabs/live-agent-transfer?hl=en,4 minutes,"Updated November 15, 2024"
LLM prompt debugging with the Learning Interpretability Tool (LIT) on GCP,This lab provides a detailed walk-through on deploying a LIT application server on Google Cloud Platform (GCP) to interact with Vertex AI Gemini foundation models and self-hosted third-party large language models (LLMs). It also includes guidance on,https://codelabs.developers.google.com/codelabs/responsible-ai/lit-on-gcp?hl=en,,"Updated October 31, 2024"
Load and display images from the internet,"In this codelab, you use the Coil library to load and display photos from the internet in your Android Compose app.",https://developer.android.com/codelabs/basic-android-kotlin-compose-load-images?hl=en,,"Updated February 2, 2024"
Local development for your Flutter apps using the Firebase Emulator Suite,"In this codelab, you'll learn how to use the Firebase Emulator Suite with Flutter during local development. You'll learn how to use email-password authentication via the Emulator Suite, and how to read and write data to the Firestore emulator.",https://firebase.google.com/codelabs/get-started-firebase-emulators-and-flutter?hl=en,8 minutes,"Updated September 27, 2025"
Local Development with the Firebase Emulator Suite,"Serverless backend tools like Cloud Firestore and Cloud Functions are very easy to use, but can be hard to test. The Firebase Local Emulator Suite allows you to run local versions of these services on your development machine so you can develop your",https://firebase.google.com/codelabs/firebase-emulator?hl=en,47 minutes,"Updated September 27, 2025"
Log-based Metrics for Smart Home,Learn how to use Log-based Metrics on Google Cloud to track patterns and analyze your Smart Home integration error logs.,https://developers.home.google.com/codelabs/log-based-metrics?hl=en,16 minutes,"Updated April 24, 2025"
Looker Dashboard Summarization Extension Codelab,In this codelab you’ll learn how to set up the Looker Dashboard Summarization Extension for local development and deploy the extension to production.,https://codelabs.developers.google.com/codelabs/looker-dashboard-summarization-extension?hl=en,15 minutes,"Updated June 8, 2024"
Manage FHIR resources using FHIR Engine Library,"In this codelab, you'll build an Android app using FHIR Engine Library. Your app will use FHIR Engine Library to download FHIR resources from a FHIR server, and upload any local changes to the server. If you haven't built Android apps before, you can",https://developers.google.com/open-health-stack/codelabs/fhir-engine?hl=en,,"Updated December 1, 2024"
Managing Android Devices Without an App,"Managing Android devices has never been easier. With the Android Management API, you can build a policy and provision a device in minutes. Our quickstart guide will give you everything you need to get started, and will help you set up a device from scratch in minutes.",https://developer.android.com/codelabs/android-management-api?hl=en,34 minutes,"Updated September 22, 2023"
Managing Document AI processors with Python,"In this tutorial, you will learn to manage Document AI processors with Python.",https://codelabs.developers.google.com/codelabs/cloud-documentai-manage-processors-python?hl=en,11 minutes,"Updated May 13, 2025"
Material Theming with Jetpack Compose,"Learn how to add Material Theming to an app, including color, shape, and typography.",https://developer.android.com/codelabs/basic-android-kotlin-compose-material-theming?hl=en,,"Updated April 26, 2024"
MDC-101 Android: Material Components (MDC) Basics (Java),Learn the basics of using Material Components for Android by building a simple app with core components in Java.,https://developer.android.com/codelabs/mdc-101-java?hl=en,,"Updated September 20, 2023"
MDC-101 Flutter: Material Components Basics,Learn the basics of using Material Components by creating a login page for a simple Flutter app.,https://codelabs.developers.google.com/codelabs/mdc-101-flutter?hl=en,22 minutes,"Updated March 7, 2024"
MDC-102 Android: Material Structure and Layout (Java),Learn how to use Material for structure and layout on Android in Java.,https://developer.android.com/codelabs/mdc-102-java?hl=en,,"Updated September 20, 2023"
MDC-102 Android: Material Structure and Layout (Kotlin),Learn how to use Material for structure and layout on Android in Kotlin.,https://developer.android.com/codelabs/mdc-102-kotlin?hl=en,,"Updated September 20, 2023"
MDC-102 Flutter: Material Structure and Layout,Learn how to use Material to create structure and layout a Flutter app.,https://codelabs.developers.google.com/codelabs/mdc-102-flutter?hl=en,22 minutes,"Updated June 7, 2023"
"MDC-103 Android: Material Theming with Color, Elevation and Type (Kotlin)",Discover how Material Components for Android make it easy to differentiate your product and express your brand through design in Kotlin.,https://developer.android.com/codelabs/mdc-103-kotlin?hl=en,,"Updated September 20, 2023"
"MDC-103 Android: Material theming with Color, Motion and Type (Java)",Discover how Material Components for Android make it easy to differentiate your product and express your brand through design in Java.,https://developer.android.com/codelabs/mdc-103-java?hl=en,,"Updated September 20, 2023"
"MDC-103 Flutter: Material Theming with Color, Shape, Elevation, and Type",Discover how the Material Flutter library makes it easy to differentiate your product and express your brand through design.,https://codelabs.developers.google.com/codelabs/mdc-103-flutter?hl=en,39 minutes,"Updated November 14, 2023"
MDC-104 Android: Material Advanced Components (Java),Improve your design and learn to use our advanced component backdrop menu in Java.,https://developer.android.com/codelabs/mdc-104-java?hl=en,,"Updated September 20, 2023"
MDC-104 Android: Material Advanced Components (Kotlin),Improve your design and learn to use our advanced component backdrop menu in Kotlin.,https://developer.android.com/codelabs/mdc-104-kotlin?hl=en,,"Updated September 20, 2023"
MDC-104 Flutter: Material Advanced Components,Improve your Flutter app’s design and implement an advanced backdrop menu component in Flutter.,https://codelabs.developers.google.com/codelabs/mdc-104-flutter?hl=en,28 minutes,"Updated June 6, 2023"
Measure a web page's Core Web Vitals with the web-vitals library,Learn how to measure a web page’s Core Web Vitals with the web-vitals JavaScript library.,https://developers.google.com/codelabs/chrome-web-vitals-js?hl=en,33 minutes,"Updated September 19, 2024"
Measure Core Web Vitals field data with Ad metrics,"In this codelab, you learn how to measure Core Web Vitals with a pre-built Google Tag Manager (GTM) tag template and to send the data to a Google Analytics 4 (GA4) property. You will also learn how to pull data from Google Ad Manager and Google",https://codelabs.developers.google.com/codelabs/web-vitals-ga4-publisher?hl=en,,"Updated October 9, 2024"
Measure Core Web Vitals with the PageSpeed Insights API and Chrome UX (CrUX) Report API,Learn how to measure a web page’s Core Web Vitals with the PageSpeed Insights API and CrUX API.,https://developers.google.com/codelabs/chrome-web-vitals-psi-crux?hl=en,28 minutes,"Updated September 19, 2024"
Measure load time and screen rendering with Firebase Performance Monitoring,"Last Updated: 2021-03-11 Views are a key part of Android applications that directly affect the user experience. For example, your Activity or Fragment contains the UI which holds the View components that users interact with. Users are not able to see",https://firebase.google.com/codelabs/measure-android-view-performance?hl=en,51 minutes,"Updated September 27, 2025"
"Measure performance with web-vitals.js, Google Analytics and BigQuery","Measure Core Web Vitals in real time with web-vitals.js and Google Analytics, then analyze the results using BigQuery.",https://codelabs.developers.google.com/codelabs/web-vitals-google-analytics-bigquery?hl=en,,"Updated July 30, 2024"
